3,30.2,15.9,84.1,50.9,0.0,2.4,8.9,13.3
4,32.4,16.1,81.0,47.1,0.0,6.5,9.3,15.2
5,32.4,15.2,83.1,47.4,0.0,5.1,8.6,16.3
6,33.6,16.8,87.0,44.7,0.0,6.5,9.2,17.5
7,34.4,16.3,79.6,42.1,0.0,5.9,9.9,18
8,34.4,16.7,86.1,38.4,0.0,5.8,9.9,21.1
9,34.7,17.2,85.3,46.1,0.0,8,9.6,23.6
10,35.4,19.3,84.1,48.1,0.0,8.8,9.8,23.8
11,36.4,19.5,88.9,39.7,0.0,8.7,10.3,24.2
12,38.8,21.8,77.1,39.3,0.0,8.4,8.2,25.5
13,38.1,22.5,85.0,40.7,0.0,9.6,9.8,25.9
14,38.0,24.7,91.3,50.1,14.8,8.2,8.7,28.1
15,38.6,25.6,84.7,43.1,15.0,10,10.4,28.5
16,40.6,25.0,80.1,37.7,0.0,11.6,10.6,29.8
17,40.4,24.7,82.1,37.3,0.0,10.9,8.7,32.3
18,43.4,26.1,81.9,43.7,0.0,8.9,9.8,29.9
19,40.8,25.5,87.6,59.6,36.8,13,8.1,33
20,39.4,26.4,87.0,49.4,0.0,16.1,10.5,31.9
21,41.2,25.3,83.9,58.0,8.6,15.4,9.6,30.1
22,40.4,23.0,81.7,58.0,0.0,12.6,8.2,32.8
23,35.8,22.9,87.7,75.7,38.9,15.3,4.5,33.5
24,35.4,25.9,88.0,63.6,41.2,11.4,4.3,28.5
25,36.4,25.9,81.4,72.4,22.0,13.2,4.4,31.1
26,34.7,24.9,91.1,70.0,48.5,9.3,3.9,26.4
27,34.0,25.3,83.0,69.1,50.0,10.5,2.1,23.8
28,34.3,26.7,84.4,76.7,97.2,9.8,3.2,27.4
29,33.6,26.1,87.3,78.6,14.5,11.1,4.9,22
30,35.9,26.1,82.7,51.6,0.0,12.2,3.7,17.1
31,35.1,27.0,84.4,64.9,62.0,5.2,4.2,20.5
32,31.2,24.9,89.0,82.6,36.4,12.6,2.2,20.5
33,32.3,25.2,87.0,74.9,47.3,20.4,5.2,20.7
34,33.9,25.2,83.1,69.4,5.5,13,7.4,19.4
35,35.1,26.2,80.0,54.9,0.0,10.6,6.1,19.1
36,35.3,27.0,87.3,65.9,65.7,7.7,6,18.1
37,32.3,24.9,92.0,71.4,20.0,3.6,5.7,18.1
38,32.4,24.7,91.4,70.4,119.8,7.4,4.4,13.6
39,31.5,25.0,87.0,70.7,63.8,9.5,4.9,16.3
40,32.9,25.0,88.6,72.3,22.0,7.9,4.8,13.8
41,33.4,25.0,91.0,75.6,12.4,17.8,5.4,14.8
42,34.4,23.8,87.4,66.0,0.0,12.9,5.7,16.7
43,33.6,23.8,91.1,69.4,48.2,28.5,5.9,14.6
44,29.9,22.1,90.3,73.6,86.9,7.5,5.9,10.4
45,32.0,21.8,89.1,61.6,0.0,6.6,6.2,11.5
46,31.7,22.8,89.6,69.3,41.8,12.8,6.8,12.4
47,31.8,19.6,90.0,63.7,0.0,21.2,6.9,13.1
48,30.6,20.2,90.7,65.1,0.0,28.7,7.2,13.6
49,29.9,18.2,87.0,61.6,0.0,6.6,6.9,12.2
50,29.4,18.5,86.7,58.1,0.0,6.2,6.4,12.6
51,29.1,15.6,88.9,61.6,0.0,3.4,6.8,12.7
52,30.2,18.3,87.1,69.6,0.0,5.5,6.4,15.1
1,30.1,16.1,92.6,56.0,0.0,5.2,8.9,14.8
2,30.2,16.2,91.3,49.0,0.0,5.1,7.7,16.7
3,29.9,14.4,90.4,52.3,0.0,5.2,9.4,14.6
4,29.9,17.7,91.9,52.6,0.0,5.2,7.5,10.4
5,32.5,15.1,91.4,42.4,0.0,5.1,9.9,11.5
6,33.1,14.6,94.0,38.1,0.0,6.2,10.2,12.4
7,33.4,17.0,91.1,39.6,0.0,7.4,10.2,13.1
8,32.9,18.2,89.7,44.9,0.0,6.4,8.9,13.6
9,35.9,17.5,90.4,35.0,0.0,7.5,9.8,12.2
10,34.0,19.0,87.9,44.6,54.0,8.1,8.9,12.6
11,33.4,20.1,91.4,43.4,0.6,6.9,10.1,12.7
12,37.1,22.7,86.9,43.0,0.0,7.8,10,15.1
13,35.4,21.4,87.9,46.4,0.0,10.1,9,6.9
14,39.2,22.6,85.6,40.3,0.0,9.5,9.5,7.3
15,38.4,24.0,83.1,38.7,0.0,11.4,10.1,7.5
16,38.5,24.8,86.0,43.4,0.0,12,8,8
17,40.5,27.1,79.9,43.9,0.0,12.3,9.2,8.4
18,40.2,26.9,78.7,39.9,0.0,13,9.8,8.6
19,40.6,28.0,77.4,36.6,0.0,14.4,8.5,8.6
20,41.0,30.4,76.6,37.9,0.0,13.8,9,8.5
21,42.1,31.1,77.9,40.7,29.0,17.9,7.1,8.8
22,40.5,30.9,67.7,51.3,29.5,12.2,7.4,6.7
23,37.9,28.4,77.9,54.9,35.0,12.2,6.4,6.6
24,33.9,26.9,82.7,64.0,23.2,13.6,3.1,4.4
25,38.0,29.2,69.4,60.4,18.4,16,4.2,6.3
26,35.1,26.8,77.4,61.9,19.6,16.5,2.6,5.5
27,34.6,25.5,88.7,84.3,19.8,10.6,5.6,5.6
28,35.9,28.2,82.4,73.7,21.0,10.5,7.8,6.5
29,31.8,26.0,89.6,88.1,132.9,16.1,3.4,5.7
30,31.1,26.0,88.1,74.0,120.8,11.4,3.7,4.4
31,34.8,27.5,77.3,58.0,7.6,13.9,6.3,7.5
32,33.8,25.9,85.6,55.9,7.0,12.5,4.5,6.4
33,31.2,26.1,85.9,64.6,20.2,11,2.5,4.1
34,29.9,25.2,89.7,69.6,76.0,9,1.4,3.4
35,32.2,26.6,88.9,67.9,32.0,6.8,5.8,4.4
36,34.1,27.1,87.7,69.7,0.0,8,5.7,4.9
37,31.9,24.9,90.1,75.7,10.3,8.7,3.9,3.5
38,31.7,25.1,92.9,80.3,61.6,2.9,4.9,3.5
39,30.6,24.9,94.4,80.3,79.8,4.1,2.7,2.9
40,32.6,25.5,90.9,62.4,35.8,3.3,6.1,3.4
41,33.2,25.2,91.0,57.0,29.4,2.4,8.4,3.9
42,33.7,23.6,92.1,49.6,1.4,3.4,9.1,4.8
43,33.1,23.8,90.3,58.1,0.0,3.8,7.6,3.9
44,31.9,22.7,89.7,58.4,0.0,3.4,7.9,4.1
45,31.6,20.8,89.0,56.7,1.0,5.5,6.9,4.2
46,29.7,22.8,94.1,69.3,9.2,4.3,3.9,23.8
47,31.8,19.7,91.3,45.9,0.0,3.3,9.6,27.4
48,30.5,20.6,85.0,50.7,0.0,5.5,8.5,22
49,29.9,18.1,84.6,48.6,0.0,3.5,9.3,17.1
50,29.1,18.4,83.0,57.6,0.0,3.9,7.6,20.5
51,29.4,16.9,89.0,53.7,0.0,12.5,8.9,20.5
52,28.9,21.2,87.1,66.4,0.0,5.2,3.9,20.7
1,29.1,20.4,92.7,65.6,18.0,4.5,6.6,3.6
2,31.4,17.4,89.9,63.9,0.0,4.1,8.7,4.4
3,33.3,15.1,89.3,56.3,0.0,4.4,10,5.3
4,32.1,17.9,94.6,58.1,0.0,5.1,9.9,5
5,31.8,16.4,93.6,55.3,0.0,6,9.9,5.1
6,32.6,18.8,93.6,46.7,0.0,5.5,9.9,5.2
7,33.1,21.3,92.0,49.0,0.0,8.7,9.2,5.4
8,33.3,22.1,92.6,51.4,6.4,7.8,8.2,4.9
9,34.6,22.4,92.0,56.9,3.6,8.5,9,6.4
10,33.8,22.7,91.4,56.0,2.2,8.6,8.6,5.4
11,35.1,24.0,93.7,50.4,9.8,7.8,9.2,6.1
12,36.7,23.9,91.4,60.1,0.0,9.2,9.7,7
13,36.9,25.7,91.9,57.4,8.8,9.8,7.5,6.9
14,35.9,25.2,88.3,59.9,36.6,10.4,9.3,6.9
15,38.4,26.7,86.7,64.1,0.0,11.9,7.9,7.9
16,41.0,27.1,81.4,42.9,0.0,10.3,9.9,9
17,39.3,26.4,84.0,36.3,0.0,12.2,10.1,8.8
18,37.6,27.0,82.1,60.1,0.0,11.1,7.1,8.9
19,34.5,25.7,82.0,64.9,240.0,11.5,3.8,8.9
20,35.5,25.0,86.0,71.0,8.6,11,6.7,6.4
21,38.2,26.7,77.6,58.6,0.0,12.7,8.2,9.7
22,38.4,27.0,74.3,55.3,0.0,13.3,10.4,10.5
23,34.7,25.5,79.3,55.6,8.4,11,4.6,6.8
24,33.0,24.2,85.7,68.0,106.4,13.8,4.6,3.9
25,34.3,25.5,82.0,57.9,0.6,13.8,4.6,6.7
26,36.0,25.8,79.3,64.9,9.6,12.8,4.6,6.3
27,35.7,26.0,79.3,57.6,0.0,9.1,5.2,6.4
28,34.9,25.8,79.3,61.0,0.0,8.7,4.5,7.3
29,34.5,25.6,80.6,61.1,0.0,9,5,5.7
30,33.4,24.7,85.7,65.0,0.0,8,4.2,4.2
31,36.4,23.4,77.7,52.1,0.0,10.1,7.1,7
32,33.0,20.3,91.1,74.3,37.7,8.5,3.5,4.7
33,29.8,21.4,89.6,73.4,58.2,16.6,2.4,6.1
34,33.2,22.4,83.9,62.9,25.3,12.8,4.9,6.1
35,32.2,21.6,85.7,65.4,5.7,12,5.3,6.5
36,33.3,20.8,88.0,66.4,11.5,10.1,3.1,5.2
37,33.9,23.1,92.9,66.4,50.5,8,5.5,5.8
38,34.4,22.6,90.7,63.9,0.7,6.2,5.8,5.1
39,33.2,16.9,87.4,74.9,67.4,5.9,4.8,4.2
40,30.6,15.9,92.0,77.0,84.8,9.1,3.1,3.9
41,31.6,17.0,92.7,76.1,88.2,4.2,5.2,3.4
42,31.6,15.7,87.3,66.6,11.2,4.4,7.5,4.4
43,29.9,15.3,93.3,80.1,36.6,4.7,3.6,3.7
44,30.7,13.9,82.7,66.9,1.0,6,5.5,4.4
45,32.6,14.3,90.0,54.4,2.1,5,8.7,0
46,30.6,18.1,86.7,65.4,8.5,5.1,4.7,0
47,30.5,19.9,90.1,63.0,15.0,5.7,7,0
48,31.5,18.4,89.3,58.7,6.0,3.7,8.3,0
49,31.1,17.1,85.9,56.4,0.0,5.3,7.8,0
50,30.9,17.1,85.4,50.1,0.0,4.8,7.4,0
51,29.7,16.5,83.6,67.3,0.0,4.7,6.8,0
52,29.9,16.9,85.5,69.4,0.0,4.4,6.4,0
1,30.5,14.4,75.9,59.0,0.0,3.3,8.5,2.2
2,30.6,15.7,75.4,57.9,0.0,3.9,8,2.6
3,30.9,19.4,75.0,55.1,0.0,4.9,6.9,3.6
4,31.6,17.1,76.7,55.3,0.0,3.8,8.1,5.7
5,31.8,17.7,77.9,55.7,0.0,5,8.2,6.1
6,32.5,19.8,79.4,53.4,27.4,5.5,6.8,4.5
7,33.5,21.4,72.4,50.1,0.0,6.7,9.5,5.2
8,34.9,21.3,66.6,50.0,0.0,5.7,9.9,6.6
9,35.8,21.1,62.3,49.3,0.0,6.2,9.7,6.1
10,37.3,22.5,65.0,52.1,0.0,7.3,9.3,7.2
11,37.6,23.1,64.6,50.0,0.0,8.2,9.1,8.2
12,39.1,23.9,66.0,50.0,0.0,8.1,8.7,7.3
13,39.0,22.5,67.0,51.0,0.0,8.1,8.8,7.7
14,39.1,21.8,67.3,51.0,1.8,9.3,8.3,8.3
15,39.3,24.6,67.3,50.7,0.0,7.6,7.7,9.1
16,39.5,25.1,71.1,48.1,15.6,11.5,8.8,8.5
17,40.9,25.6,64.3,42.0,0.0,11.9,8.8,9.4
18,42.3,26.7,62.9,47.7,8.4,9.9,8.4,10
19,45.1,27.5,52.6,45.6,0.0,11.6,10,16
20,46.2,27.2,66.4,44.6,0.0,13,7.9,10.6
21,46.0,27.3,71.7,42.6,13.2,11.6,6.5,10.2
22,46.0,27.4,76.0,40.7,0.0,12.6,9.7,10.1
23,45.9,26.3,79.4,42.7,0.0,13.6,8.5,11
24,35.5,24.4,76.4,51.7,28.0,13.5,3.2,8
25,37.8,24.5,76.6,42.9,12.4,13.2,5.1,10.6
26,38.3,25.1,72.3,46.3,4.2,15.1,5.4,11.1
27,32.3,24.4,92.4,61.0,85.2,11.8,3.4,5.3
28,33.2,24.4,80.9,74.1,11.6,18.8,1.4,6.5
29,37.2,24.4,69.7,54.9,11.2,13.9,7.8,10
30,33.4,25.6,86.3,60.6,70.6,8.8,3.5,5.1
31,34.6,27.4,74.0,48.3,5.0,9.8,3.6,5.8
32,32.9,26.9,79.3,56.1,6.8,7.6,3.4,5.3
33,32.7,25.9,88.0,62.7,34.0,8.3,3.1,5.5
34,31.9,25.9,88.4,69.1,96.2,7.9,3.5,3.4
35,31.4,25.6,83.3,68.9,22.2,11.8,2.1,5.1
36,34.0,27.0,82.6,57.1,1.4,8,6.3,5.1
37,34.3,25.9,83.4,63.4,45.2,6.2,6.2,6.5
38,33.9,25.9,83.6,61.6,0.0,6,7.7,6
39,34.7,26.7,80.1,59.6,0.0,3.8,6.8,4.5
40,31.0,24.7,92.6,72.4,145.2,7.9,2.8,3.5
41,31.9,24.1,96.0,75.9,209.4,2.5,5.7,4.3
42,30.3,23.2,92.0,78.0,14.6,2.5,5,3
43,31.3,23.9,92.1,72.7,98.6,2.8,6.5,4.6
44,26.9,21.7,92.0,83.0,280.3,6.1,1.5,1.7
45,29.1,22.3,87.3,68.9,15.2,3.2,4,2.3
46,30.8,22.1,93.7,65.3,0.0,3.5,7,3
47,29.3,19.9,92.4,65.0,42.0,3.7,4.8,3
48,30.3,17.5,89.6,51.7,0.0,2.3,8.5,3.3
49,29.8,16.2,87.7,48.4,0.0,2.2,8.5,3.3
50,30.5,15.6,86.9,44.7,0.0,2.8,8.8,3.5
51,29.2,18.7,86.3,54.0,0.0,3.8,6.1,3.2
52,28.5,13.9,89.5,51.3,0.0,2.8,7.6,3.2
1,29.8,16.3,89.0,59.0,3.6,4,6.5,12.5
2,30.1,16.7,90.0,58.0,2.7,4,7.1,12.5
3,30.6,16.7,91.0,55.0,1.0,4.3,7.5,13.3
4,31.5,17.6,90.0,55.0,0.2,5.1,7.4,15.2
5,31.5,17.3,89.0,55.0,0.4,5.4,7.9,16.3
6,32.3,18.4,89.0,54.0,4.0,6.3,8.1,17.5
7,33.2,18.8,88.0,50.0,1.0,6.3,8.2,18
8,33.8,19.9,86.0,50.0,2.9,6.5,8.5,21.1
9,34.9,20.0,87.0,49.0,3.3,6.9,8.6,23.6
10,35.2,20.9,86.0,50.0,5.3,7.4,8.1,23.8
11,35.9,21.7,86.0,49.0,5.2,7.4,8.2,24.2
12,36.7,22.9,86.0,50.0,7.1,8.1,8.1,25.5
13,37.0,23.7,85.0,51.0,4.1,8.4,8.2,25.9
14,37.4,24.2,84.0,50.0,4.6,8.9,8.6,28.1
15,37.7,25.1,82.0,49.0,4.3,9.4,8.6,28.5
16,38.4,25.6,81.0,47.0,3.9,10,8.9,29.8
17,39.4,26.1,80.0,42.0,2.9,10.3,9.1,32.3
18,39.7,26.6,77.0,46.0,4.7,9.8,8.4,29.9
19,40.7,27.0,75.0,44.0,22.8,10.1,8.5,33
20,40.9,27.2,73.0,44.0,8.5,10.7,8,31.9
21,41.4,27.5,72.0,42.0,19.2,10.7,8.2,30.1
22,41.4,27.6,70.0,41.0,10.2,10.7,8.1,32.8
23,39.4,27.3,73.0,47.0,18.0,10.8,6.6,33.5
24,36.9,26.2,77.0,53.0,33.1,11,5.6,28.5
25,37.0,26.6,74.0,53.0,20.5,11.4,5.1,31.1
26,36.6,26.1,77.0,55.0,28.6,10.8,5.1,26.4
27,35.5,25.8,79.0,58.0,32.9,9.4,5.1,23.8
28,34.9,25.8,79.0,60.0,43.2,9.3,4.5,27.4
29,34.5,25.4,81.0,61.0,37.2,9.4,5.1,22
30,33.4,24.6,85.0,65.0,49.4,8.4,4.2,17.1
31,33.9,25.1,81.0,63.0,35.5,8.8,4.3,20.5
32,33.4,24.5,84.0,66.0,40.0,8.9,3.8,20.5
33,33.5,24.9,83.0,66.0,45.9,8.9,4.3,20.7
34,33.3,24.6,84.0,67.0,48.0,7.2,4.4,19.4
35,33.4,24.5,83.0,65.0,35.6,7.2,5,19.1
36,33.6,24.6,84.0,65.0,30.2,6,4.8,18.1
37,33.9,24.7,85.0,65.0,26.4,5.5,5.5,18.1
38,33.3,24.4,86.0,68.0,49.9,5.2,4.6,13.6
39,33.3,24.2,86.0,69.0,41.9,4.8,5,16.3
40,32.8,23.8,88.0,71.0,40.0,4.7,4.8,13.8
41,32.7,23.6,88.0,71.0,49.1,3.9,5.5,14.8
42,32.2,23.1,88.0,68.0,29.3,4.1,5.7,16.7
43,32.3,22.5,88.0,66.0,21.5,4.7,5.9,14.6
44,31.1,21.9,89.0,70.0,46.3,3.8,5.8,10.4
45,31.3,21.5,88.0,66.0,11.7,3.8,5.9,11.5
46,31.2,20.5,87.0,64.0,9.7,4,6.7,12.4
47,31.1,19.8,87.0,60.0,8.2,3.9,6.7,13.1
48,30.8,18.4,88.0,59.0,3.6,4.6,7.1,13.6
49,30.2,17.6,87.0,57.0,8.3,3.2,6.6,12.2
50,30.1,17.3,88.0,58.0,7.3,3.3,6.4,12.6
51,29.7,16.6,88.0,58.0,1.0,3.7,6.8,12.7
52,29.7,16.8,89.0,60.0,0.5,3.5,6.5,15.1
1,29.8,16.3,89.0,59.0,3.6,4,6.5,17.5
2,30.1,16.7,90.0,58.0,2.7,4,7.1,18
3,30.6,16.7,91.0,55.0,1.0,4.3,7.5,21.1
4,31.5,17.6,90.0,55.0,0.2,5.1,7.4,23.6
5,31.5,17.3,89.0,55.0,0.4,5.4,7.9,23.8
6,32.3,18.4,89.0,54.0,4.0,6.3,8.1,24.2
7,33.2,18.8,88.0,50.0,1.0,6.3,8.2,25.5
8,33.8,19.9,86.0,50.0,2.9,6.5,8.5,25.9
9,34.9,20.0,87.0,49.0,3.3,6.9,8.6,28.1
10,35.2,20.9,86.0,50.0,5.3,7.4,8.1,28.5
11,35.9,21.7,86.0,49.0,5.2,7.4,8.2,29.8
12,36.7,22.9,86.0,50.0,7.1,8.1,8.1,32.3
13,37.0,23.7,85.0,51.0,4.1,8.4,8.2,29.9
14,37.4,24.2,84.0,50.0,4.6,8.9,8.6,33
15,37.7,25.1,82.0,49.0,4.3,9.4,8.6,31.9
16,38.4,25.6,81.0,47.0,3.9,10,8.9,30.1
17,39.4,26.1,80.0,42.0,2.9,10.3,9.1,32.8
18,39.7,26.6,77.0,46.0,4.7,9.8,8.4,33.5
19,40.7,27.0,75.0,44.0,22.8,10.1,8.5,28.5
20,40.9,27.2,73.0,44.0,8.5,10.7,8,31.1
21,41.4,27.5,72.0,42.0,19.2,10.7,8.2,26.4
22,41.4,27.6,70.0,41.0,10.2,10.7,8.1,23.8
23,39.4,27.3,73.0,47.0,18.0,10.8,6.6,27.4
24,36.9,26.2,77.0,53.0,33.1,11,5.6,22
25,37.0,26.6,74.0,53.0,20.5,11.4,5.1,17.1
26,36.6,26.1,77.0,55.0,28.6,10.8,5.1,20.5
27,35.5,25.8,79.0,58.0,32.9,9.4,5.1,20.5
28,34.9,25.8,79.0,60.0,43.2,9.3,4.5,20.7
29,34.5,25.4,81.0,61.0,37.2,9.4,5.1,19.4
30,33.4,24.6,85.0,65.0,49.4,8.4,4.2,19.1
31,33.9,25.1,81.0,63.0,35.5,8.8,4.3,18.1
32,33.4,24.5,84.0,66.0,40.0,8.9,3.8,18.1
33,33.5,24.9,83.0,66.0,45.9,8.9,4.3,13.6
34,33.3,24.6,84.0,67.0,48.0,7.2,4.4,16.3
35,33.4,24.5,83.0,65.0,35.6,7.2,5,13.8
36,33.6,24.6,84.0,65.0,30.2,6,4.8,14.8
37,33.9,24.7,85.0,65.0,26.4,5.5,5.5,16.7
38,33.3,24.4,86.0,68.0,49.9,5.2,4.6,14.6
39,33.3,24.2,86.0,69.0,41.9,4.8,5,10.4
40,32.8,23.8,88.0,71.0,40.0,4.7,4.8,11.5
41,32.7,23.6,88.0,71.0,49.1,3.9,5.5,12.4
42,32.2,23.1,88.0,68.0,29.3,4.1,5.7,13.1
43,32.3,22.5,88.0,66.0,21.5,4.7,5.9,13.6
44,31.1,21.9,89.0,70.0,46.3,3.8,5.8,12.2
45,31.3,21.5,88.0,66.0,11.7,3.8,5.9,12.6
46,31.2,20.5,87.0,64.0,9.7,4,6.7,12.7
47,31.1,19.8,87.0,60.0,8.2,3.9,6.7,15.1
48,30.8,18.4,88.0,59.0,3.6,4.6,7.1,13.6
49,30.2,17.6,87.0,57.0,8.3,3.2,6.6,12.2
50,30.1,17.3,88.0,58.0,7.3,3.3,6.4,12.6
51,29.7,16.6,88.0,58.0,1.0,3.7,6.8,12.7
52,29.7,16.8,89.0,60.0,0.5,3.5,6.5,15.1
1,29.8,16.3,89.0,59.0,3.6,4,6.5,12.5
2,30.1,16.7,90.0,58.0,2.7,4,7.1,12.5
3,30.6,16.7,91.0,55.0,1.0,4.3,7.5,13.3
4,31.5,17.6,90.0,55.0,0.2,5.1,7.4,15.2
5,31.5,17.3,89.0,55.0,0.4,5.4,7.9,16.3
6,32.3,18.4,89.0,54.0,4.0,6.3,8.1,17.5
7,33.2,18.8,88.0,50.0,1.0,6.3,8.2,18
8,33.8,19.9,86.0,50.0,2.9,6.5,8.5,21.1
9,34.9,20.0,87.0,49.0,3.3,6.9,8.6,23.6
10,35.2,20.9,86.0,50.0,5.3,7.4,8.1,23.8
11,35.9,21.7,86.0,49.0,5.2,7.4,8.2,24.2
12,36.7,22.9,86.0,50.0,7.1,8.1,8.1,25.5
13,37.0,23.7,85.0,51.0,4.1,8.4,8.2,25.9
14,37.4,24.2,84.0,50.0,4.6,8.9,8.6,28.1
15,37.7,25.1,82.0,49.0,4.3,9.4,8.6,28.5
16,38.4,25.6,81.0,47.0,3.9,10,8.9,29.8
17,39.4,26.1,80.0,42.0,2.9,10.3,9.1,32.3
18,39.7,26.6,77.0,46.0,4.7,9.8,8.4,29.9
19,40.7,27.0,75.0,44.0,22.8,10.1,8.5,33
20,40.9,27.2,73.0,44.0,8.5,10.7,8,31.9
21,41.4,27.5,72.0,42.0,19.2,10.7,8.2,30.1
22,41.4,27.6,70.0,41.0,10.2,10.7,8.1,32.8
23,39.4,27.3,73.0,47.0,18.0,10.8,6.6,33.5
24,36.9,26.2,77.0,53.0,33.1,11,5.6,28.5
25,37.0,26.6,74.0,53.0,20.5,11.4,5.1,31.1
26,36.6,26.1,77.0,55.0,28.6,10.8,5.1,26.4
27,35.5,25.8,79.0,58.0,32.9,9.4,5.1,23.8
28,34.9,25.8,79.0,60.0,43.2,9.3,4.5,27.4
29,34.5,25.4,81.0,61.0,37.2,9.4,5.1,22
30,33.4,24.6,85.0,65.0,49.4,8.4,4.2,17.1
31,33.9,25.1,81.0,63.0,35.5,8.8,4.3,20.5
32,33.4,24.5,84.0,66.0,40.0,8.9,3.8,20.5
33,33.5,24.9,83.0,66.0,45.9,8.9,4.3,20.7
34,33.3,24.6,84.0,67.0,48.0,7.2,4.4,19.4
35,33.4,24.5,83.0,65.0,35.6,7.2,5,19.1
36,33.6,24.6,84.0,65.0,30.2,6,4.8,18.1
37,33.9,24.7,85.0,65.0,26.4,5.5,5.5,18.1
38,33.3,24.4,86.0,68.0,49.9,5.2,4.6,13.6
39,33.3,24.2,86.0,69.0,41.9,4.8,5,16.3
40,32.8,23.8,88.0,71.0,40.0,4.7,4.8,13.8
41,32.7,23.6,88.0,71.0,49.1,3.9,5.5,14.8
42,32.2,23.1,88.0,68.0,29.3,4.1,5.7,16.7
43,32.3,22.5,88.0,66.0,21.5,4.7,5.9,14.6
44,31.1,21.9,89.0,70.0,46.3,3.8,5.8,10.4
45,31.3,21.5,88.0,66.0,11.7,3.8,5.9,11.5
46,31.2,20.5,87.0,64.0,9.7,4,6.7,12.4
47,31.1,19.8,87.0,60.0,8.2,3.9,6.7,13.1
48,30.8,18.4,88.0,59.0,3.6,4.6,7.1,13.6
49,30.2,17.6,87.0,57.0,8.3,3.2,6.6,12.2
50,30.1,17.3,88.0,58.0,7.3,3.3,6.4,12.6
51,29.7,16.6,88.0,58.0,1.0,3.7,6.8,12.7
52,29.7,16.8,89.0,60.0,0.5,3.5,6.5,15.1
1,30.1,16.1,92.6,56.0,0.0,5.2,8.9,19.4
2,30.2,16.2,91.3,49.0,0.0,5.1,7.7,19.1
3,29.9,14.4,90.4,52.3,0.0,5.2,9.4,18.1
4,29.9,17.7,91.9,52.6,0.0,5.2,7.5,18.1
5,32.5,15.1,91.4,42.4,0.0,5.1,9.9,13.6
6,33.1,14.6,94.0,38.1,0.0,6.2,10.2,16.3
7,33.4,17.0,91.1,39.6,0.0,7.4,10.2,13.8
8,32.9,18.2,89.7,44.9,0.0,6.4,8.9,14.8
9,35.9,17.5,90.4,35.0,0.0,7.5,9.8,16.7
10,34.0,19.0,87.9,44.6,54.0,8.1,8.9,14.6
11,33.4,20.1,91.4,43.4,0.6,6.9,10.1,10.4
12,37.1,22.7,86.9,43.0,0.0,7.8,10,11.5
13,35.4,21.4,87.9,46.4,0.0,10.1,9,12.4
14,39.2,22.6,85.6,40.3,0.0,9.5,9.5,13.1
15,38.4,24.0,83.1,38.7,0.0,11.4,10.1,13.6
16,38.5,24.8,86.0,43.4,0.0,12,8,12.2
17,40.5,27.1,79.9,43.9,0.0,12.3,9.2,12.6
18,40.2,26.9,78.7,39.9,0.0,13,9.8,12.7
19,40.6,28.0,77.4,36.6,0.0,14.4,8.5,15.1
20,41.0,30.4,76.6,37.9,0.0,13.8,9,8.5
21,42.1,31.1,77.9,40.7,29.0,17.9,7.1,8.8
22,40.5,30.9,67.7,51.3,29.5,12.2,7.4,6.7
23,37.9,28.4,77.9,54.9,35.0,12.2,6.4,6.6
24,33.9,26.9,82.7,64.0,23.2,13.6,3.1,4.4
25,38.0,29.2,69.4,60.4,18.4,16,4.2,6.3
26,35.1,26.8,77.4,61.9,19.6,16.5,2.6,5.5
27,34.6,25.5,88.7,84.3,19.8,10.6,5.6,5.6
28,35.9,28.2,82.4,73.7,21.0,10.5,7.8,6.5
29,31.8,26.0,89.6,88.1,132.9,16.1,3.4,5.7
30,31.1,26.0,88.1,74.0,120.8,11.4,3.7,4.4
31,34.8,27.5,77.3,58.0,7.6,13.9,6.3,7.5
32,33.8,25.9,85.6,55.9,7.0,12.5,4.5,6.4
33,31.2,26.1,85.9,64.6,20.2,11,2.5,4.1
34,29.9,25.2,89.7,69.6,76.0,9,1.4,3.4
35,32.2,26.6,88.9,67.9,32.0,6.8,5.8,4.4
36,34.1,27.1,87.7,69.7,0.0,8,5.7,4.9
37,31.9,24.9,90.1,75.7,10.3,8.7,3.9,3.5
38,31.7,25.1,92.9,80.3,61.6,2.9,4.9,3.5
39,30.6,24.9,94.4,80.3,79.8,4.1,2.7,2.9
40,32.6,25.5,90.9,62.4,35.8,3.3,6.1,3.4
41,33.2,25.2,91.0,57.0,29.4,2.4,8.4,3.9
42,33.7,23.6,92.1,49.6,1.4,3.4,9.1,4.8
43,33.1,23.8,90.3,58.1,0.0,3.8,7.6,3.9
44,31.9,22.7,89.7,58.4,0.0,3.4,7.9,23.8
45,31.6,20.8,89.0,56.7,1.0,5.5,6.9,24.2
46,29.7,22.8,94.1,69.3,9.2,4.3,3.9,25.5
47,31.8,19.7,91.3,45.9,0.0,3.3,9.6,25.9
48,30.5,20.6,85.0,50.7,0.0,5.5,8.5,28.1
49,29.9,18.1,84.6,48.6,0.0,3.5,9.3,28.5
50,29.1,18.4,83.0,57.6,0.0,3.9,7.6,29.8
51,29.4,16.9,89.0,53.7,0.0,12.5,8.9,32.3
52,28.9,21.2,87.1,66.4,0.0,5.2,3.9,29.9
1,29.1,20.4,92.7,65.6,18.0,4.5,6.6,3.6
2,31.4,17.4,89.9,63.9,0.0,4.1,8.7,4.4
3,33.3,15.1,89.3,56.3,0.0,4.4,10,5.3
4,32.1,17.9,94.6,58.1,0.0,5.1,9.9,5
